Customer_ID,Age,Location,Income_Level,App_Usage_Frequency,Total_Spent,LTV,Customer_Satisfaction_Score,Loyalty_Points_Earned,Referral_Count,Support_Tickets_Raised,Preferred_Payment_Method,Churn_Risk
cust_1125,17,Urban,High,Weekly,1164684.0105987133,134658.8266867216,9,3082,44,8,UPI,Low Risk
cust_1126,30,Urban,Middle,Weekly,1656376.76434096,176826.87431899182,6,2404,25,16,UPI,Medium Risk
cust_1127,26,Suburban,Middle,Weekly,1046743.0943207116,111159.77415516085,1,1994,38,14,UPI,High Risk
cust_1128,23,Suburban,Middle,Weekly,5770608.541317839,591565.3872225375,8,2178,44,6,Wallet Balance,Low Risk
cust_1129,41,Urban,Middle,Daily,5153832.16908826,527478.1396222904,3,4699,12,3,UPI,Medium Risk
cust_1130,66,Urban,High,Monthly,6650201.550796217,677993.3193168747,4,3385,30,14,Debit Card,Medium Risk
cust_1131,60,Suburban,Low,Weekly,2643014.4624955226,274828.5221468933,10,110,12,16,Credit Card,Low Risk
cust_1132,59,Urban,Middle,Monthly,3063261.53492455,312386.81333180645,5,246,22,9,Wallet Balance,Medium Risk
cust_1133,20,Urban,Middle,Weekly,3619680.8187344945,382102.1641204339,9,4507,39,11,Wallet Balance,Low Risk
cust_1134,21,Suburban,High,Monthly,2336685.754766583,246605.36163903415,5,2620,31,15,Wallet Balance,Medium Risk
cust_1135,41,Urban,Middle,Daily,5225253.391474069,538720.4658056247,6,4545,36,6,UPI,Medium Risk
cust_1136,69,Urban,Middle,Daily,1551916.8384913604,166192.92610159592,7,1985,3,9,UPI,Low Risk
cust_1137,19,Rural,Low,Daily,8554064.70950893,863376.7403576169,5,1444,16,1,Debit Card,Medium Risk
cust_1138,34,Suburban,Middle,Monthly,11123095.217638649,1120839.9625281228,5,1479,19,11,Debit Card,Medium Risk
cust_1139,35,Rural,High,Weekly,7180925.234625066,728697.053017835,2,2791,45,18,Debit Card,High Risk
cust_1140,48,Rural,Low,Daily,3163921.700349319,326497.75787623366,2,4220,10,5,Credit Card,Medium Risk
cust_1141,35,Rural,High,Monthly,2892162.7359635322,305147.49828916375,6,2988,41,20,Wallet Balance,Medium Risk
cust_1142,64,Urban,Low,Weekly,273273.2209129067,42651.50854355328,10,2307,32,19,UPI,Low Risk
cust_1143,27,Urban,Low,Daily,827074.8825563099,91122.2956527597,6,534,38,1,Debit Card,Medium Risk
cust_1144,62,Rural,Middle,Weekly,396148.81310192886,48962.001443857225,10,79,5,19,Credit Card,Low Risk
cust_1145,16,Rural,Middle,Weekly,6632472.129142781,681260.3406713812,6,4367,38,13,Credit Card,Medium Risk
cust_1146,41,Rural,Middle,Daily,379912.6299426162,52405.907771146165,3,3636,46,6,Debit Card,Medium Risk
cust_1147,29,Urban,High,Daily,11312060.183359072,1144565.397005425,9,401,37,4,UPI,Low Risk
cust_1148,53,Rural,Middle,Weekly,1144423.990412352,127860.75165369846,7,3124,17,20,Debit Card,Low Risk
cust_1149,52,Rural,Middle,Daily,887723.8968981162,100410.798314204,4,4367,1,8,Debit Card,Medium Risk
cust_1150,26,Suburban,Low,Daily,6546724.427611041,668421.6633020359,9,895,40,12,Debit Card,Low Risk
cust_1151,51,Suburban,Middle,Daily,3024500.4323402923,316363.0098811849,4,3763,37,14,Credit Card,Medium Risk
cust_1152,28,Urban,Middle,Monthly,8477002.292798866,859050.0969629888,3,4466,16,4,Credit Card,Medium Risk
cust_1153,58,Suburban,Middle,Daily,6915736.345252802,702488.8378969989,1,3896,23,7,Credit Card,Medium Risk
cust_1154,18,Suburban,Middle,Daily,1474564.9421053852,158514.27104174622,4,2759,29,6,Credit Card,Medium Risk
cust_1155,48,Suburban,Low,Weekly,4542051.571364337,464130.61489897576,3,2239,42,11,Debit Card,High Risk
cust_1156,21,Urban,Middle,Weekly,1595839.6278188648,164415.24074134385,3,979,23,19,UPI,High Risk
cust_1157,65,Suburban,Low,Daily,14580541.974360226,1468692.9670523556,6,3094,3,11,Credit Card,Medium Risk
cust_1158,25,Urban,High,Weekly,4149846.199187699,426364.33356073766,9,1575,6,19,Debit Card,Low Risk
cust_1159,20,Rural,Middle,Monthly,341878.9462919237,42632.9728245172,1,3981,14,13,Wallet Balance,Medium Risk
cust_1160,38,Suburban,Middle,Daily,8226887.516779762,834814.1061097492,9,1359,29,15,Wallet Balance,Low Risk
cust_1161,25,Urban,Middle,Weekly,158595.5128240049,21543.715392113445,2,1553,28,12,Credit Card,High Risk
cust_1162,59,Suburban,Low,Weekly,1337508.7909471963,146398.13838978193,3,2535,48,12,Wallet Balance,High Risk
cust_1163,17,Rural,Middle,Daily,171301.30555798003,31367.060679857786,9,1187,43,14,UPI,Low Risk
cust_1164,28,Urban,Middle,Weekly,422913.19890135404,60859.13450085794,8,4067,44,10,Debit Card,Low Risk
cust_1165,55,Urban,High,Weekly,6965336.472910649,707819.9585846704,9,1383,12,7,Wallet Balance,Low Risk
cust_1166,17,Urban,Low,Weekly,18757149.255926378,1893052.5059356336,8,3240,39,8,UPI,Low Risk
cust_1167,35,Rural,Low,Daily,6400805.457010903,653864.4347652877,6,2395,38,4,Debit Card,Medium Risk
cust_1168,16,Rural,High,Daily,834737.5508559698,104428.24274910906,10,4861,28,1,Wallet Balance,Low Risk
cust_1169,52,Rural,Low,Weekly,9358150.160728946,952850.0942583549,9,3283,25,9,Credit Card,Low Risk
cust_1170,24,Urban,Middle,Weekly,11451898.072402662,1154525.81341009,3,1908,35,12,Credit Card,High Risk
cust_1171,32,Rural,Middle,Weekly,11158956.853158211,1126451.8307492197,4,2624,34,14,Wallet Balance,High Risk
cust_1172,24,Suburban,High,Daily,11060647.254652027,1116229.5869072394,1,2577,48,20,Credit Card,Medium Risk
cust_1173,26,Rural,Low,Weekly,6198098.376430315,636219.5278004237,7,3161,47,13,Credit Card,Low Risk
cust_1174,30,Urban,Low,Weekly,765206.6384402612,80211.08024899378,2,1037,18,10,UPI,High Risk
cust_1175,39,Suburban,Low,Weekly,2339704.907075393,233552.06092263813,1,18,1,13,Debit Card,High Risk
cust_1176,53,Rural,High,Monthly,7841903.333569665,793498.3649261775,8,620,13,6,Credit Card,Medium Risk
cust_1177,50,Suburban,Middle,Monthly,7668898.596036762,785523.6028432738,10,3611,15,13,Wallet Balance,Medium Risk
cust_1178,45,Suburban,High,Weekly,12507774.619729435,1270735.5305870068,9,3931,48,2,Credit Card,Low Risk
cust_1179,46,Urban,Middle,Weekly,14927207.64369485,1500752.9493012775,4,1513,35,9,UPI,High Risk
cust_1180,64,Suburban,High,Monthly,3354075.419492915,351054.4655660258,9,2384,39,20,UPI,Medium Risk
cust_1181,20,Suburban,Middle,Weekly,7003966.627223311,710476.4972564451,3,2333,40,5,Credit Card,High Risk
cust_1182,59,Urban,Low,Weekly,1518012.186779101,170326.35742278394,8,4349,30,5,Wallet Balance,Low Risk
cust_1183,65,Urban,Low,Daily,4460947.824993967,465521.9720066077,10,2644,47,19,Wallet Balance,Low Risk
cust_1184,29,Urban,Low,Monthly,430176.91430064326,58099.418433009254,5,3556,47,2,UPI,Medium Risk
cust_1185,68,Suburban,High,Monthly,1482262.3110206295,157184.97630828278,2,1301,48,15,Wallet Balance,Medium Risk
cust_1186,26,Suburban,High,Monthly,4122569.535755952,425251.33244901616,5,3406,34,10,UPI,Medium Risk
cust_1187,24,Suburban,High,Daily,18592226.596053805,1872999.6881372563,6,3281,21,19,Wallet Balance,Medium Risk
cust_1188,49,Urban,Low,Daily,4185840.053389462,425858.5143153146,5,637,20,16,Credit Card,Medium Risk
cust_1189,27,Rural,Middle,Monthly,1968125.211459377,208498.41712123883,7,1263,27,11,Credit Card,Medium Risk
cust_1190,50,Suburban,Low,Daily,6525791.35829209,658810.9799506966,4,918,16,2,Credit Card,Medium Risk
cust_1191,50,Rural,Low,Daily,3670451.5455664233,390074.01833126164,10,4915,49,3,Credit Card,Low Risk
cust_1192,16,Urban,Middle,Daily,3009496.319218796,313252.68399628357,10,680,17,10,Debit Card,Low Risk
cust_1193,55,Suburban,Middle,Weekly,1002298.7058973112,114301.27660329262,7,2863,31,8,Wallet Balance,Low Risk
cust_1194,37,Rural,Middle,Monthly,6080008.226639433,627513.3671288965,9,4932,22,5,Debit Card,Medium Risk
cust_1195,44,Suburban,Middle,Weekly,8942886.889033666,896801.7182187967,2,472,5,19,Wallet Balance,High Risk
cust_1196,23,Suburban,Low,Monthly,1400768.7774046375,154678.86721239728,9,1792,28,8,Debit Card,Medium Risk
cust_1197,26,Suburban,High,Daily,2685416.5264787865,282374.3292656558,10,2743,5,19,UPI,Low Risk
cust_1198,56,Rural,Low,Monthly,4880736.973035354,501891.8597809279,2,4324,32,13,UPI,Medium Risk
cust_1199,52,Urban,Middle,Monthly,13882989.236413749,1405167.1593614921,7,3479,47,5,Wallet Balance,Medium Risk
cust_1200,29,Suburban,High,Weekly,2589743.592796409,272971.22461555124,5,3470,31,15,UPI,Medium Risk
cust_1201,45,Urban,High,Weekly,1117001.6286614928,118919.93343549472,4,1707,16,17,Wallet Balance,High Risk
cust_1202,50,Urban,Low,Daily,2619655.245332754,275324.7419749075,7,3664,3,8,Wallet Balance,Low Risk
cust_1203,36,Rural,Low,Daily,3569436.7882119883,370722.02722777636,1,4144,47,6,Debit Card,Medium Risk
cust_1204,52,Rural,Low,Weekly,3465565.24902652,359745.3940291202,3,4822,30,17,Wallet Balance,High Risk
cust_1205,20,Urban,High,Monthly,14383615.25097547,1448268.4112439966,2,3011,21,11,UPI,Medium Risk
cust_1206,34,Suburban,High,Monthly,17948620.582424335,1805397.9711222693,2,3166,26,4,Debit Card,Medium Risk
cust_1207,29,Rural,High,Daily,2315599.4480159516,241839.106600315,5,2165,20,13,Debit Card,Medium Risk
cust_1208,41,Suburban,Middle,Daily,6574977.862979887,676446.2278359398,10,4705,19,13,Debit Card,Low Risk
cust_1209,19,Suburban,Middle,Daily,1105004.852736342,117261.80468219722,2,1097,33,2,Debit Card,Medium Risk
cust_1210,40,Suburban,Low,Monthly,1615049.8784713817,173547.3324956605,3,4132,22,6,UPI,Medium Risk
cust_1211,60,Urban,High,Monthly,619282.6843605912,78726.67730428727,7,3401,43,15,Credit Card,Medium Risk
cust_1212,57,Suburban,Low,Daily,6250549.421623521,630627.5733591652,2,1449,15,20,UPI,Medium Risk
cust_1213,40,Urban,High,Monthly,12379494.32715192,1249272.601630446,4,4282,5,20,Wallet Balance,Medium Risk
cust_1214,33,Urban,Low,Monthly,4468626.192195068,454120.96339274204,2,2506,15,8,UPI,Medium Risk
cust_1215,55,Suburban,Middle,Monthly,1757031.5326051624,188933.43669105202,8,3038,6,16,Wallet Balance,Medium Risk
cust_1216,23,Suburban,High,Monthly,554467.4836079137,63775.35980758173,6,777,13,8,Credit Card,Medium Risk
cust_1217,54,Suburban,Middle,Monthly,7296731.319772463,738220.7593257803,8,1332,2,17,Debit Card,Medium Risk
cust_1218,55,Suburban,High,Monthly,719443.709818609,83765.94335476268,6,1449,32,13,UPI,Medium Risk
cust_1219,29,Urban,Low,Daily,1022326.7278432247,113232.9997095086,1,3463,48,3,Debit Card,Medium Risk
cust_1220,47,Suburban,High,Daily,3879322.4371595336,404015.5034394921,9,2899,35,14,Debit Card,Low Risk
cust_1221,66,Suburban,Middle,Weekly,14659322.457965625,1487528.1941679989,9,4503,38,3,Debit Card,Low Risk
cust_1222,53,Urban,High,Daily,46078.15263809667,20667.93520458416,5,4166,28,4,UPI,Medium Risk
cust_1223,48,Rural,Low,Weekly,1992944.3996426775,216653.55560137413,10,2196,38,3,Credit Card,Low Risk
cust_1224,38,Rural,High,Monthly,122423.65684185913,20487.49585101754,7,1460,3,8,UPI,Medium Risk
cust_1225,30,Urban,Middle,Monthly,3528524.149271048,365598.99863334524,3,3870,38,10,Credit Card,Medium Risk
cust_1226,48,Rural,Low,Monthly,2008394.472032779,207444.05448965606,2,1380,39,13,Credit Card,Medium Risk
cust_1227,40,Urban,Middle,Daily,2695709.4801096753,286489.2016483717,8,2956,40,11,Wallet Balance,Low Risk
cust_1228,32,Suburban,High,Monthly,180844.858153536,23356.088269522425,3,1328,21,17,Credit Card,Medium Risk
cust_1229,48,Suburban,Middle,Daily,1058820.8742788231,110644.82216533156,2,1139,14,11,Wallet Balance,Medium Risk
cust_1230,62,Rural,High,Daily,1648417.9821515738,179760.34021175242,7,4816,3,8,UPI,Low Risk
cust_1231,17,Suburban,Low,Daily,77136.40522006377,23780.624466893518,9,3122,17,1,Debit Card,Low Risk
cust_1232,29,Rural,Middle,Monthly,5369847.494311201,548928.640002638,6,1095,43,18,Credit Card,Medium Risk
cust_1233,68,Rural,Middle,Daily,14960281.574139513,1507374.484731297,2,3994,22,5,Debit Card,Medium Risk
cust_1234,55,Suburban,High,Weekly,1946651.3200589297,203209.43759468585,2,1663,37,12,Credit Card,High Risk
cust_1235,55,Suburban,Middle,Weekly,9624817.644603815,969074.9879439386,1,2808,3,14,Wallet Balance,High Risk
cust_1236,66,Rural,Middle,Monthly,364518.57931312954,50587.94816285388,9,2873,3,1,UPI,Medium Risk
cust_1237,54,Suburban,Low,Weekly,2636631.951335603,277472.20966985147,4,4238,17,15,Wallet Balance,High Risk
cust_1238,66,Urban,High,Daily,5420014.242761397,547125.6023223011,4,1190,0,5,Wallet Balance,Medium Risk
cust_1239,21,Suburban,High,Weekly,72409.57567748516,26534.427002271237,10,3141,31,13,Wallet Balance,Low Risk
cust_1240,21,Suburban,Low,Monthly,2495335.051711542,261637.1857758067,4,3591,20,18,UPI,Medium Risk
cust_1241,18,Urban,Low,Weekly,6344562.232236772,639133.2094201681,1,1186,37,14,UPI,High Risk
cust_1242,22,Suburban,High,Weekly,4933063.350318417,508105.22275169054,10,1598,25,17,Debit Card,Low Risk
cust_1243,66,Suburban,Low,Weekly,10444687.36967096,1062840.633635474,8,3358,40,11,UPI,Low Risk
cust_1244,23,Rural,Low,Daily,8330923.215871006,852777.3297611906,9,3324,48,1,Wallet Balance,Low Risk
cust_1245,57,Suburban,Low,Daily,2784905.2854653993,288922.3337632069,9,705,20,19,Wallet Balance,Low Risk
cust_1246,67,Suburban,High,Weekly,7896396.443024172,809815.4965626958,9,3880,42,15,UPI,Low Risk
cust_1247,30,Urban,Low,Daily,678512.5082224496,84396.51097987354,6,4352,28,20,Debit Card,Medium Risk
cust_1248,62,Rural,Middle,Weekly,117980.34318790388,26604.06802747748,7,2889,40,19,Wallet Balance,Low Risk
cust_1249,44,Rural,Middle,Weekly,1871813.535278275,194787.95229243278,1,1529,42,14,Credit Card,High Risk
cust_1250,48,Rural,High,Weekly,1698579.5621687637,186192.22951588206,5,4715,31,7,Debit Card,Medium Risk
cust_1251,67,Suburban,Low,Monthly,7180868.674967883,732154.9465309622,6,3963,3,20,Wallet Balance,Medium Risk
cust_1252,45,Rural,Middle,Monthly,12958456.393825283,1308306.4629267552,8,1848,12,1,Credit Card,Medium Risk
cust_1253,54,Urban,High,Daily,411239.0069077899,53752.28241861987,1,3576,50,13,Wallet Balance,Medium Risk
cust_1254,42,Rural,Middle,Monthly,358216.2925655295,49154.67526566488,8,1546,34,3,Wallet Balance,Medium Risk
cust_1255,51,Urban,Low,Daily,1702476.7029775947,185397.21934796774,7,3801,26,10,UPI,Low Risk
cust_1256,44,Rural,High,Weekly,12278621.763533417,1234187.9009511138,2,2606,0,16,Credit Card,High Risk
cust_1257,53,Rural,Middle,Monthly,5525160.76605529,571430.8572108113,7,4033,48,6,Wallet Balance,Medium Risk
cust_1258,48,Urban,High,Weekly,9889235.116949037,997658.9985318953,4,344,48,0,UPI,High Risk
cust_1259,52,Rural,Middle,Daily,6044794.443121945,622330.2166753648,10,2426,38,20,UPI,Low Risk
cust_1260,42,Rural,Middle,Weekly,5894525.289046172,608197.7679036772,10,4227,13,8,Wallet Balance,Low Risk
cust_1261,48,Rural,Low,Monthly,5558304.110792631,565649.9028696885,6,1234,36,16,UPI,Medium Risk
cust_1262,19,Suburban,Low,Daily,5828787.580729218,604341.8177463381,9,4812,29,0,Debit Card,Low Risk
cust_1263,37,Urban,Middle,Monthly,4030428.0181103246,410017.33848675597,4,1618,13,1,Debit Card,Medium Risk
cust_1264,17,Rural,High,Monthly,2400452.174725869,257170.0102100287,10,4172,10,18,Debit Card,Medium Risk
cust_1265,25,Urban,High,Monthly,2033730.8251899283,209656.68229495667,2,1163,30,10,Wallet Balance,Medium Risk
cust_1266,20,Urban,Low,Monthly,4926266.176168744,509097.333593949,9,3199,27,9,Debit Card,Medium Risk
cust_1267,25,Urban,Middle,Weekly,8569993.722239044,860641.0857746408,1,753,26,9,Wallet Balance,High Risk
cust_1268,48,Rural,Low,Daily,13921286.16568135,1400662.0378293681,6,1590,2,0,Debit Card,Medium Risk
cust_1269,69,Rural,Middle,Monthly,6032332.709203567,618713.7263032458,7,4162,5,2,UPI,Medium Risk
cust_1270,53,Urban,Middle,Monthly,16047720.390449228,1625156.995991262,8,4567,38,15,UPI,Medium Risk
cust_1271,28,Suburban,Low,Weekly,2355261.945620645,249674.5817268161,4,4246,18,12,UPI,High Risk
cust_1272,46,Urban,High,Monthly,206720.38988469518,31958.220354716723,1,4099,40,8,UPI,Medium Risk
cust_1273,62,Suburban,Low,Daily,3647072.8704133164,373853.2691728795,1,3089,33,7,Wallet Balance,Medium Risk
cust_1274,51,Urban,Middle,Monthly,9441521.485835636,951030.0646495293,1,2571,27,10,Credit Card,Medium Risk
cust_1275,60,Urban,Low,Monthly,511590.8202512086,63235.59037215388,3,4351,11,8,Debit Card,Medium Risk
cust_1276,39,Urban,High,Monthly,8031428.141065417,820143.1337580147,9,3106,38,10,Credit Card,Medium Risk
cust_1277,67,Rural,High,Daily,1170212.2224858068,132518.21128885343,6,4685,9,12,Wallet Balance,Medium Risk
cust_1278,30,Suburban,Middle,Monthly,577118.8326185704,72780.54838579809,7,1886,46,13,Credit Card,Medium Risk
cust_1279,44,Suburban,Low,Daily,905402.6927641068,107441.74245489623,7,4418,24,8,Credit Card,Low Risk
cust_1280,23,Urban,High,Daily,6517702.971451552,662703.0582496342,2,4548,22,2,Debit Card,Medium Risk
cust_1281,20,Rural,Low,Monthly,13441247.179536438,1359394.7328310637,6,3903,25,5,Wallet Balance,Medium Risk
cust_1282,44,Rural,High,Weekly,5039961.957957871,519323.72416107333,9,2908,18,13,UPI,Low Risk
cust_1283,62,Suburban,Middle,Monthly,15044255.140028942,1519905.2904731922,4,4454,37,12,UPI,Medium Risk
cust_1284,19,Rural,Middle,Weekly,1236368.5406042824,140649.26705665368,8,4128,19,0,Credit Card,Low Risk
cust_1285,27,Suburban,Low,Monthly,6645904.348621335,679156.5466165151,8,1351,44,13,UPI,Medium Risk
cust_1286,60,Suburban,Middle,Weekly,4095616.9896154036,416675.49303450977,3,435,43,11,Wallet Balance,High Risk
cust_1287,17,Suburban,High,Daily,7875901.635535911,802027.9111276666,7,3490,17,2,Debit Card,Low Risk
cust_1288,42,Rural,Middle,Daily,7990747.925402452,817886.6463602654,8,3987,47,13,Wallet Balance,Low Risk
cust_1289,46,Suburban,High,Monthly,9310578.898873806,947596.3103073724,6,4944,10,1,UPI,Medium Risk
cust_1290,66,Suburban,High,Monthly,8767699.335748997,887460.8987802498,4,2860,24,9,UPI,Medium Risk
cust_1291,66,Urban,Middle,Weekly,477732.3661377986,66661.75380470973,8,4172,42,3,Debit Card,Low Risk
cust_1292,51,Suburban,High,Weekly,974406.6648368743,102629.68484280395,4,1073,0,6,Wallet Balance,High Risk
cust_1293,51,Suburban,High,Daily,14303685.08402255,1443073.597470259,6,2489,31,16,Credit Card,Medium Risk
cust_1294,41,Urban,Low,Weekly,9378680.412725385,942629.1861435745,2,669,32,9,Credit Card,High Risk
cust_1295,58,Urban,Low,Daily,1459164.001519031,148277.6471239996,2,462,6,1,Wallet Balance,Medium Risk
cust_1296,42,Rural,Low,Daily,674547.7885111134,74373.40154938244,4,376,30,19,Wallet Balance,Medium Risk
cust_1297,20,Suburban,Middle,Weekly,4179863.744817713,429610.6164255827,6,2593,25,14,Wallet Balance,Medium Risk
cust_1298,35,Rural,Low,Monthly,12107935.128108108,1212791.470607792,3,435,6,11,Debit Card,Medium Risk
cust_1299,26,Rural,High,Weekly,2168997.163351374,224898.12745315087,3,1020,35,0,Credit Card,High Risk
cust_1300,25,Urban,Middle,Monthly,1999784.1980248445,209700.9329340502,6,723,45,9,Credit Card,Medium Risk
cust_1301,55,Rural,Middle,Daily,5835764.370524452,600390.8648921533,10,2939,23,8,Credit Card,Low Risk
cust_1302,53,Suburban,Middle,Daily,3334197.1742743677,345103.9092712933,8,2202,4,13,Credit Card,Low Risk
cust_1303,21,Urban,Middle,Monthly,4040459.7441738616,418641.0665646039,6,4364,21,8,Debit Card,Medium Risk
cust_1304,23,Suburban,High,Daily,850737.1508268036,102343.86791785585,8,3623,43,20,Credit Card,Low Risk
cust_1305,38,Suburban,High,Daily,756827.2757259915,86915.08567897641,4,2207,35,19,Wallet Balance,Medium Risk
cust_1306,62,Urban,Low,Weekly,51665.58153613057,17900.62747473384,5,4215,2,9,Credit Card,Medium Risk
cust_1307,41,Suburban,Middle,Weekly,9310321.510578206,943572.3404536777,3,3385,49,9,Debit Card,High Risk
cust_1308,61,Urban,Low,Daily,1554792.7594210694,169038.21461651524,7,2093,36,10,UPI,Low Risk
cust_1309,58,Suburban,High,Weekly,12644082.509471511,1279420.1792113732,7,2516,37,17,Debit Card,Low Risk
cust_1310,27,Urban,Middle,Daily,825981.5221799169,97598.71240776268,6,3453,45,2,Credit Card,Medium Risk
cust_1311,41,Rural,High,Daily,102011.60814300511,19496.565606601493,4,2669,5,11,Debit Card,Medium Risk
cust_1312,28,Suburban,Low,Monthly,1111590.4187715887,127085.1988496909,7,4026,24,2,Debit Card,Medium Risk
cust_1313,55,Urban,High,Weekly,7747842.664648955,781202.4754143853,3,1144,22,11,Debit Card,High Risk
cust_1314,33,Suburban,Middle,Weekly,1955033.8742036805,207491.1335457392,6,3008,11,10,Debit Card,Medium Risk
cust_1315,40,Suburban,Middle,Daily,2337817.994284367,242840.828999089,4,1312,27,13,Wallet Balance,Medium Risk
cust_1316,48,Suburban,Low,Monthly,1992745.884350627,213049.742671611,5,2559,43,16,UPI,Medium Risk
cust_1317,62,Urban,Middle,Weekly,350195.11532834964,51760.018800604834,6,3629,39,11,Debit Card,Medium Risk
cust_1318,55,Rural,High,Weekly,6710109.11593178,688558.849418225,7,4661,31,20,Credit Card,Low Risk
cust_1319,58,Rural,High,Daily,8007742.423133818,810483.8813158602,7,1027,24,3,Wallet Balance,Low Risk
cust_1320,27,Rural,High,Weekly,624471.6878370101,78933.90891861303,7,4086,33,4,UPI,Low Risk
cust_1321,59,Urban,High,Weekly,150202.21590346762,25044.06439085492,5,1936,29,2,Wallet Balance,Medium Risk
cust_1322,51,Rural,Low,Daily,1438176.1385715692,166789.8378377602,10,4847,36,14,Debit Card,Low Risk
cust_1323,63,Urban,High,Monthly,4171786.694449467,426662.18949434033,7,1615,17,4,Credit Card,Medium Risk
cust_1324,19,Suburban,Low,Weekly,10386334.18373061,1055154.1263618434,5,4296,34,16,Credit Card,Medium Risk
cust_1325,20,Suburban,High,Daily,1651103.2186371465,182636.19769247642,5,4351,47,3,Wallet Balance,Medium Risk
cust_1326,52,Rural,Low,Daily,4933582.893450773,498587.0961892927,3,198,36,18,Credit Card,Medium Risk
cust_1327,23,Urban,High,Monthly,1059950.4892061935,122883.92660006676,9,2120,40,12,Credit Card,Medium Risk
cust_1328,57,Suburban,High,Monthly,1056056.7311392664,116579.40760143226,9,950,5,2,UPI,Medium Risk
cust_1329,64,Urban,Low,Daily,556434.1647154973,61721.97861129644,1,2735,18,13,Credit Card,Medium Risk
cust_1330,43,Urban,Middle,Daily,14237266.81060221,1433528.6436851248,4,2266,21,16,Credit Card,Medium Risk
cust_1331,46,Suburban,Middle,Daily,485181.1734760791,56472.156733896074,3,1759,31,20,Wallet Balance,Medium Risk
cust_1332,24,Urban,Middle,Weekly,4064434.744763772,413808.60324680613,4,1456,26,3,Wallet Balance,High Risk
cust_1333,69,Suburban,Low,Weekly,5573505.968790492,559229.5950565697,2,406,15,9,Wallet Balance,High Risk
cust_1334,66,Suburban,Middle,Weekly,2181496.224316749,227711.90820454786,6,794,25,8,Credit Card,Medium Risk
cust_1335,44,Suburban,Middle,Weekly,1139689.3847885334,129141.61819743837,6,2840,38,18,Wallet Balance,Medium Risk
cust_1336,29,Urban,Low,Monthly,15221380.160251817,1529818.1736606248,7,1116,3,7,Credit Card,Medium Risk
cust_1337,55,Suburban,Middle,Weekly,817847.6578883756,91020.2612252128,6,1103,15,0,UPI,Medium Risk
cust_1338,56,Urban,Middle,Daily,94176.15127015274,29141.139620288996,8,4187,48,19,Debit Card,Low Risk
cust_1339,37,Suburban,Middle,Weekly,10154396.966755243,1025066.0837572877,4,2579,18,2,Debit Card,High Risk
cust_1340,26,Suburban,Low,Monthly,1813124.7122754413,188872.66297694723,2,2130,27,18,Debit Card,Medium Risk
cust_1341,38,Rural,Low,Daily,6427837.915757397,661769.309474893,10,4505,16,17,Wallet Balance,Low Risk
cust_1342,16,Rural,Middle,Weekly,243125.2570112376,38567.29551107188,7,2491,44,13,UPI,Low Risk
cust_1343,61,Rural,Middle,Weekly,331415.2095820388,37915.9757521639,1,2177,1,13,Debit Card,High Risk
cust_1344,52,Urban,Low,Daily,1883173.2403302896,197761.21568786973,1,4866,1,9,Credit Card,Medium Risk
cust_1345,36,Urban,Middle,Daily,1026971.9356122821,117039.48099639032,5,3942,23,2,UPI,Medium Risk
cust_1346,41,Suburban,Low,Daily,3071575.6812308305,322518.73301434,5,4279,26,1,Wallet Balance,Medium Risk
cust_1347,61,Suburban,Middle,Monthly,10574338.621341463,1068106.8132590705,5,2712,3,18,Debit Card,Medium Risk
cust_1348,51,Suburban,Low,Monthly,5842335.111666096,591163.0050591269,3,364,47,18,Debit Card,Medium Risk
cust_1349,69,Suburban,High,Monthly,9327019.562549924,940160.6923555144,6,195,35,6,Debit Card,Medium Risk
cust_1350,38,Urban,High,Daily,3247530.7455507396,335359.9337327467,2,4305,19,3,UPI,Medium Risk
cust_1351,16,Suburban,Low,Weekly,1392857.1602368439,158238.73194957848,10,4230,11,11,UPI,Low Risk
cust_1352,69,Suburban,High,Daily,17917471.77449183,1810034.8653971641,8,4689,27,6,Credit Card,Low Risk
cust_1353,66,Rural,Middle,Weekly,4154227.545732727,432787.4909190373,8,3654,28,2,UPI,Low Risk
cust_1354,55,Suburban,Low,Weekly,1557256.5001937235,172539.52664063658,5,4599,45,1,UPI,Medium Risk
cust_1355,30,Suburban,Low,Daily,6394930.328471786,655699.701936153,6,4572,32,11,Credit Card,Medium Risk
cust_1356,36,Suburban,Middle,Monthly,1773988.6957145745,192441.04593699783,2,4539,48,18,Debit Card,Medium Risk
cust_1357,62,Urban,Middle,Daily,2941618.5949086454,306318.39250053227,5,2731,17,5,Debit Card,Medium Risk
cust_1358,24,Rural,Low,Weekly,180519.28263803635,30729.38458570537,8,2170,11,10,UPI,Low Risk
cust_1359,68,Suburban,Middle,Daily,3324831.3930682815,346838.49836102215,10,1985,9,12,Credit Card,Low Risk
cust_1360,24,Suburban,Low,Daily,5245859.236435494,537421.3871907665,7,2541,23,14,Debit Card,Low Risk
cust_1361,25,Rural,Middle,Weekly,602570.7132794856,81111.88911922822,9,3990,46,5,Wallet Balance,Low Risk
cust_1362,67,Suburban,Low,Daily,4014708.798228436,420950.7640775166,9,4485,16,7,Wallet Balance,Low Risk
cust_1363,68,Urban,Middle,Monthly,391979.50463402155,54289.61401596991,8,2110,42,7,Credit Card,Medium Risk
cust_1364,41,Suburban,Middle,Monthly,3506159.862755485,361459.27208802546,2,3965,31,5,Credit Card,Medium Risk
